ID,Source,Tubes,MassFlowCoefficient,DistanceFactor,Radius,Location
ID1,a-line,5,0.005,1.25,0.063,./IDs/ID1
ID2,a-line,5,0.005,1.5,0.063,./IDs/ID2
ID3,a-line,5,0.005,1.75,0.063,./IDs/ID3
ID4,a-line,5,0.005,2,0.063,./IDs/ID4
ID5,a-line,5,0.005,2.25,0.063,./IDs/ID5
ID6,a-line,5,0.005,2.375,0.063,./IDs/ID6
ID7,a-line,5,0.005,2.5,0.063,./IDs/ID7
ID8,a-line,5,0.005,2.75,0.063,./IDs/ID8
ID9,a-line,5,0.005,3,0.063,./IDs/ID9
ID10,a-line,5,0.005,3.5,0.063,./IDs/ID10
ID11,a-line,5,0.005,4,0.063,./IDs/ID11
ID12,a-line,5,0.005,4.25,0.063,./IDs/ID12
ID13,a-line,5,0.010,1.25,0.063,./IDs/ID13
ID14,a-line,5,0.010,1.5,0.063,./IDs/ID14
ID15,a-line,5,0.010,1.75,0.063,./IDs/ID15
ID16,a-line,5,0.010,2,0.063,./IDs/ID16
ID17,a-line,5,0.010,2.25,0.063,./IDs/ID17
ID18,a-line,5,0.010,2.375,0.063,./IDs/ID18
ID19,a-line,5,0.010,2.5,0.063,./IDs/ID19
ID20,a-line,5,0.010,2.75,0.063,./IDs/ID20
ID21,a-line,5,0.010,3,0.063,./IDs/ID21
ID22,a-line,5,0.010,3.5,0.063,./IDs/ID22
ID23,a-line,5,0.010,4,0.063,./IDs/ID23
ID24,a-line,5,0.010,4.25,0.063,./IDs/ID24
ID25,a-line,5,0.015,1.25,0.063,./IDs/ID25
ID26,a-line,5,0.015,1.5,0.063,./IDs/ID26
ID27,a-line,5,0.015,1.75,0.063,./IDs/ID27
ID28,a-line,5,0.015,2,0.063,./IDs/ID28
ID29,a-line,5,0.015,2.25,0.063,./IDs/ID29
ID30,a-line,5,0.015,2.375,0.063,./IDs/ID30
ID31,a-line,5,0.015,2.5,0.063,./IDs/ID31
ID32,a-line,5,0.015,2.75,0.063,./IDs/ID32
ID33,a-line,5,0.015,3,0.063,./IDs/ID33
ID34,a-line,5,0.015,3.5,0.063,./IDs/ID34
ID35,a-line,5,0.015,4,0.063,./IDs/ID35
ID36,a-line,5,0.015,4.25,0.063,./IDs/ID36
ID37,a-line,5,0.020,1.25,0.063,./IDs/ID37
ID38,a-line,5,0.020,1.5,0.063,./IDs/ID38
ID39,a-line,5,0.020,1.75,0.063,./IDs/ID39
ID40,a-line,5,0.020,2,0.063,./IDs/ID40
ID41,a-line,5,0.020,2.25,0.063,./IDs/ID41
ID42,a-line,5,0.020,2.375,0.063,./IDs/ID42
ID43,a-line,5,0.020,2.5,0.063,./IDs/ID43
ID44,a-line,5,0.020,2.75,0.063,./IDs/ID44
ID45,a-line,5,0.020,3,0.063,./IDs/ID45
ID46,a-line,5,0.020,3.5,0.063,./IDs/ID46
ID47,a-line,5,0.020,4,0.063,./IDs/ID47
ID48,a-line,5,0.020,4.25,0.063,./IDs/ID48
ID49,a-line,5,0.025,1.25,0.063,./IDs/ID49
ID50,a-line,5,0.025,1.5,0.063,./IDs/ID50
ID51,a-line,5,0.025,1.75,0.063,./IDs/ID51
ID52,a-line,5,0.025,2,0.063,./IDs/ID52
ID53,a-line,5,0.025,2.25,0.063,./IDs/ID53
ID54,a-line,5,0.025,2.375,0.063,./IDs/ID54
ID55,a-line,5,0.025,2.5,0.063,./IDs/ID55
ID56,a-line,5,0.025,2.75,0.063,./IDs/ID56
ID57,a-line,5,0.025,3,0.063,./IDs/ID57
ID58,a-line,5,0.025,3.5,0.063,./IDs/ID58
ID59,a-line,5,0.025,4,0.063,./IDs/ID59
ID60,a-line,5,0.025,4.25,0.063,./IDs/ID60
ID61,a-line,5,0.030,1.25,0.063,./IDs/ID61
ID62,a-line,5,0.030,1.5,0.063,./IDs/ID62
ID63,a-line,5,0.030,1.75,0.063,./IDs/ID63
ID64,a-line,5,0.030,2,0.063,./IDs/ID64
ID65,a-line,5,0.030,2.25,0.063,./IDs/ID65
ID66,a-line,5,0.030,2.375,0.063,./IDs/ID66
ID67,a-line,5,0.030,2.5,0.063,./IDs/ID67
ID68,a-line,5,0.030,2.75,0.063,./IDs/ID68
ID69,a-line,5,0.030,3,0.063,./IDs/ID69
ID70,a-line,5,0.030,3.5,0.063,./IDs/ID70
ID71,a-line,5,0.030,4,0.063,./IDs/ID71
ID72,a-line,5,0.030,4.25,0.063,./IDs/ID72
ID73,a-line,5,0.035,1.25,0.063,./IDs/ID73
ID74,a-line,5,0.035,1.5,0.063,./IDs/ID74
ID75,a-line,5,0.035,1.75,0.063,./IDs/ID75
ID76,a-line,5,0.035,2,0.063,./IDs/ID76
ID77,a-line,5,0.035,2.25,0.063,./IDs/ID77
ID78,a-line,5,0.035,2.375,0.063,./IDs/ID78
ID79,a-line,5,0.035,2.5,0.063,./IDs/ID79
ID80,a-line,5,0.035,2.75,0.063,./IDs/ID80
ID81,a-line,5,0.035,3,0.063,./IDs/ID81
ID82,a-line,5,0.035,3.5,0.063,./IDs/ID82
ID83,a-line,5,0.035,4,0.063,./IDs/ID83
ID84,a-line,5,0.035,4.25,0.063,./IDs/ID84
ID85,b-staggered,14,0.005,1.25,0.063,./IDs/ID85
ID86,b-staggered,14,0.005,1.5,0.063,./IDs/ID86
ID87,b-staggered,14,0.005,1.75,0.063,./IDs/ID87
ID88,b-staggered,14,0.005,2,0.063,./IDs/ID88
ID89,b-staggered,14,0.005,2.25,0.063,./IDs/ID89
ID90,b-staggered,14,0.005,2.375,0.063,./IDs/ID90
ID91,b-staggered,14,0.005,2.5,0.063,./IDs/ID91
ID92,b-staggered,14,0.005,2.75,0.063,./IDs/ID92
ID93,b-staggered,14,0.005,3,0.063,./IDs/ID93
ID94,b-staggered,14,0.005,3.5,0.063,./IDs/ID94
ID95,b-staggered,14,0.005,4,0.063,./IDs/ID95
ID96,b-staggered,14,0.005,4.25,0.063,./IDs/ID96
ID97,b-staggered,14,0.010,1.25,0.063,./IDs/ID97
ID98,b-staggered,14,0.010,1.5,0.063,./IDs/ID98
ID99,b-staggered,14,0.010,1.75,0.063,./IDs/ID99
ID100,b-staggered,14,0.010,2,0.063,./IDs/ID100
ID101,b-staggered,14,0.010,2.25,0.063,./IDs/ID101
ID102,b-staggered,14,0.010,2.375,0.063,./IDs/ID102
ID103,b-staggered,14,0.010,2.5,0.063,./IDs/ID103
ID104,b-staggered,14,0.010,2.75,0.063,./IDs/ID104
ID105,b-staggered,14,0.010,3,0.063,./IDs/ID105
ID106,b-staggered,14,0.010,3.5,0.063,./IDs/ID106
ID107,b-staggered,14,0.010,4,0.063,./IDs/ID107
ID108,b-staggered,14,0.010,4.25,0.063,./IDs/ID108
ID109,b-staggered,14,0.015,1.25,0.063,./IDs/ID109
ID110,b-staggered,14,0.015,1.5,0.063,./IDs/ID110
ID111,b-staggered,14,0.015,1.75,0.063,./IDs/ID111
ID112,b-staggered,14,0.015,2,0.063,./IDs/ID112
ID113,b-staggered,14,0.015,2.25,0.063,./IDs/ID113
ID114,b-staggered,14,0.015,2.375,0.063,./IDs/ID114
ID115,b-staggered,14,0.015,2.5,0.063,./IDs/ID115
ID116,b-staggered,14,0.015,2.75,0.063,./IDs/ID116
ID117,b-staggered,14,0.015,3,0.063,./IDs/ID117
ID118,b-staggered,14,0.015,3.5,0.063,./IDs/ID118
ID119,b-staggered,14,0.015,4,0.063,./IDs/ID119
ID120,b-staggered,14,0.015,4.25,0.063,./IDs/ID120
ID121,b-staggered,14,0.020,1.25,0.063,./IDs/ID121
ID122,b-staggered,14,0.020,1.5,0.063,./IDs/ID122
ID123,b-staggered,14,0.020,1.75,0.063,./IDs/ID123
ID124,b-staggered,14,0.020,2,0.063,./IDs/ID124
ID125,b-staggered,14,0.020,2.25,0.063,./IDs/ID125
ID126,b-staggered,14,0.020,2.375,0.063,./IDs/ID126
ID127,b-staggered,14,0.020,2.5,0.063,./IDs/ID127
ID128,b-staggered,14,0.020,2.75,0.063,./IDs/ID128
ID129,b-staggered,14,0.020,3,0.063,./IDs/ID129
ID130,b-staggered,14,0.020,3.5,0.063,./IDs/ID130
ID131,b-staggered,14,0.020,4,0.063,./IDs/ID131
ID132,b-staggered,14,0.020,4.25,0.063,./IDs/ID132
ID133,b-staggered,14,0.025,1.25,0.063,./IDs/ID133
ID134,b-staggered,14,0.025,1.5,0.063,./IDs/ID134
ID135,b-staggered,14,0.025,1.75,0.063,./IDs/ID135
ID136,b-staggered,14,0.025,2,0.063,./IDs/ID136
ID137,b-staggered,14,0.025,2.25,0.063,./IDs/ID137
ID138,b-staggered,14,0.025,2.375,0.063,./IDs/ID138
ID139,b-staggered,14,0.025,2.5,0.063,./IDs/ID139
ID140,b-staggered,14,0.025,2.75,0.063,./IDs/ID140
ID141,b-staggered,14,0.025,3,0.063,./IDs/ID141
ID142,b-staggered,14,0.025,3.5,0.063,./IDs/ID142
ID143,b-staggered,14,0.025,4,0.063,./IDs/ID143
ID144,b-staggered,14,0.025,4.25,0.063,./IDs/ID144
ID145,b-staggered,14,0.030,1.25,0.063,./IDs/ID145
ID146,b-staggered,14,0.030,1.5,0.063,./IDs/ID146
ID147,b-staggered,14,0.030,1.75,0.063,./IDs/ID147
ID148,b-staggered,14,0.030,2,0.063,./IDs/ID148
ID149,b-staggered,14,0.030,2.25,0.063,./IDs/ID149
ID150,b-staggered,14,0.030,2.375,0.063,./IDs/ID150
ID151,b-staggered,14,0.030,2.5,0.063,./IDs/ID151
ID152,b-staggered,14,0.030,2.75,0.063,./IDs/ID152
ID153,b-staggered,14,0.030,3,0.063,./IDs/ID153
ID154,b-staggered,14,0.030,3.5,0.063,./IDs/ID154
ID155,b-staggered,14,0.030,4,0.063,./IDs/ID155
ID156,b-staggered,14,0.030,4.25,0.063,./IDs/ID156
ID157,b-staggered,14,0.035,1.25,0.063,./IDs/ID157
ID158,b-staggered,14,0.035,1.5,0.063,./IDs/ID158
ID159,b-staggered,14,0.035,1.75,0.063,./IDs/ID159
ID160,b-staggered,14,0.035,2,0.063,./IDs/ID160
ID161,b-staggered,14,0.035,2.25,0.063,./IDs/ID161
ID162,b-staggered,14,0.035,2.375,0.063,./IDs/ID162
ID163,b-staggered,14,0.035,2.5,0.063,./IDs/ID163
ID164,b-staggered,14,0.035,2.75,0.063,./IDs/ID164
ID165,b-staggered,14,0.035,3,0.063,./IDs/ID165
ID166,b-staggered,14,0.035,3.5,0.063,./IDs/ID166
ID167,b-staggered,14,0.035,4,0.063,./IDs/ID167
ID168,b-staggered,14,0.035,4.25,0.063,./IDs/ID168
ID169,c-aligned,15,0.005,1.25,0.063,./IDs/ID169
ID170,c-aligned,15,0.005,1.5,0.063,./IDs/ID170
ID171,c-aligned,15,0.005,1.75,0.063,./IDs/ID171
ID172,c-aligned,15,0.005,2,0.063,./IDs/ID172
ID173,c-aligned,15,0.005,2.25,0.063,./IDs/ID173
ID174,c-aligned,15,0.005,2.375,0.063,./IDs/ID174
ID175,c-aligned,15,0.005,2.5,0.063,./IDs/ID175
ID176,c-aligned,15,0.005,2.75,0.063,./IDs/ID176
ID177,c-aligned,15,0.005,3,0.063,./IDs/ID177
ID178,c-aligned,15,0.005,3.5,0.063,./IDs/ID178
ID179,c-aligned,15,0.005,4,0.063,./IDs/ID179
ID180,c-aligned,15,0.005,4.25,0.063,./IDs/ID180
ID181,c-aligned,15,0.010,1.25,0.063,./IDs/ID181
ID182,c-aligned,15,0.010,1.5,0.063,./IDs/ID182
ID183,c-aligned,15,0.010,1.75,0.063,./IDs/ID183
ID184,c-aligned,15,0.010,2,0.063,./IDs/ID184
ID185,c-aligned,15,0.010,2.25,0.063,./IDs/ID185
ID186,c-aligned,15,0.010,2.375,0.063,./IDs/ID186
ID187,c-aligned,15,0.010,2.5,0.063,./IDs/ID187
ID188,c-aligned,15,0.010,2.75,0.063,./IDs/ID188
ID189,c-aligned,15,0.010,3,0.063,./IDs/ID189
ID190,c-aligned,15,0.010,3.5,0.063,./IDs/ID190
ID191,c-aligned,15,0.010,4,0.063,./IDs/ID191
ID192,c-aligned,15,0.010,4.25,0.063,./IDs/ID192
ID193,c-aligned,15,0.015,1.25,0.063,./IDs/ID193
ID194,c-aligned,15,0.015,1.5,0.063,./IDs/ID194
ID195,c-aligned,15,0.015,1.75,0.063,./IDs/ID195
ID196,c-aligned,15,0.015,2,0.063,./IDs/ID196
ID197,c-aligned,15,0.015,2.25,0.063,./IDs/ID197
ID198,c-aligned,15,0.015,2.375,0.063,./IDs/ID198
ID199,c-aligned,15,0.015,2.5,0.063,./IDs/ID199
ID200,c-aligned,15,0.015,2.75,0.063,./IDs/ID200
ID201,c-aligned,15,0.015,3,0.063,./IDs/ID201
ID202,c-aligned,15,0.015,3.5,0.063,./IDs/ID202
ID203,c-aligned,15,0.015,4,0.063,./IDs/ID203
ID204,c-aligned,15,0.015,4.25,0.063,./IDs/ID204
ID205,c-aligned,15,0.020,1.25,0.063,./IDs/ID205
ID206,c-aligned,15,0.020,1.5,0.063,./IDs/ID206
ID207,c-aligned,15,0.020,1.75,0.063,./IDs/ID207
ID208,c-aligned,15,0.020,2,0.063,./IDs/ID208
ID209,c-aligned,15,0.020,2.25,0.063,./IDs/ID209
ID210,c-aligned,15,0.020,2.375,0.063,./IDs/ID210
ID211,c-aligned,15,0.020,2.5,0.063,./IDs/ID211
ID212,c-aligned,15,0.020,2.75,0.063,./IDs/ID212
ID213,c-aligned,15,0.020,3,0.063,./IDs/ID213
ID214,c-aligned,15,0.020,3.5,0.063,./IDs/ID214
ID215,c-aligned,15,0.020,4,0.063,./IDs/ID215
ID216,c-aligned,15,0.020,4.25,0.063,./IDs/ID216
ID217,c-aligned,15,0.025,1.25,0.063,./IDs/ID217
ID218,c-aligned,15,0.025,1.5,0.063,./IDs/ID218
ID219,c-aligned,15,0.025,1.75,0.063,./IDs/ID219
ID220,c-aligned,15,0.025,2,0.063,./IDs/ID220
ID221,c-aligned,15,0.025,2.25,0.063,./IDs/ID221
ID222,c-aligned,15,0.025,2.375,0.063,./IDs/ID222
ID223,c-aligned,15,0.025,2.5,0.063,./IDs/ID223
ID224,c-aligned,15,0.025,2.75,0.063,./IDs/ID224
ID225,c-aligned,15,0.025,3,0.063,./IDs/ID225
ID226,c-aligned,15,0.025,3.5,0.063,./IDs/ID226
ID227,c-aligned,15,0.025,4,0.063,./IDs/ID227
ID228,c-aligned,15,0.025,4.25,0.063,./IDs/ID228
ID229,c-aligned,15,0.030,1.25,0.063,./IDs/ID229
ID230,c-aligned,15,0.030,1.5,0.063,./IDs/ID230
ID231,c-aligned,15,0.030,1.75,0.063,./IDs/ID231
ID232,c-aligned,15,0.030,2,0.063,./IDs/ID232
ID233,c-aligned,15,0.030,2.25,0.063,./IDs/ID233
ID234,c-aligned,15,0.030,2.375,0.063,./IDs/ID234
ID235,c-aligned,15,0.030,2.5,0.063,./IDs/ID235
ID236,c-aligned,15,0.030,2.75,0.063,./IDs/ID236
ID237,c-aligned,15,0.030,3,0.063,./IDs/ID237
ID238,c-aligned,15,0.030,3.5,0.063,./IDs/ID238
ID239,c-aligned,15,0.030,4,0.063,./IDs/ID239
ID240,c-aligned,15,0.030,4.25,0.063,./IDs/ID240
ID241,c-aligned,15,0.035,1.25,0.063,./IDs/ID241
ID242,c-aligned,15,0.035,1.5,0.063,./IDs/ID242
ID243,c-aligned,15,0.035,1.75,0.063,./IDs/ID243
ID244,c-aligned,15,0.035,2,0.063,./IDs/ID244
ID245,c-aligned,15,0.035,2.25,0.063,./IDs/ID245
ID246,c-aligned,15,0.035,2.375,0.063,./IDs/ID246
ID247,c-aligned,15,0.035,2.5,0.063,./IDs/ID247
ID248,c-aligned,15,0.035,2.75,0.063,./IDs/ID248
ID249,c-aligned,15,0.035,3,0.063,./IDs/ID249
ID250,c-aligned,15,0.035,3.5,0.063,./IDs/ID250
ID251,c-aligned,15,0.035,4,0.063,./IDs/ID251
ID252,c-aligned,15,0.035,4.25,0.063,./IDs/ID252
ID253,d-rectangle,14,0.005,1.25,0.063,./IDs/ID253
ID254,d-rectangle,14,0.005,1.5,0.063,./IDs/ID254
ID255,d-rectangle,14,0.005,1.75,0.063,./IDs/ID255
ID256,d-rectangle,14,0.005,2,0.063,./IDs/ID256
ID257,d-rectangle,14,0.005,2.25,0.063,./IDs/ID257
ID258,d-rectangle,14,0.005,2.375,0.063,./IDs/ID258
ID259,d-rectangle,14,0.005,2.5,0.063,./IDs/ID259
ID260,d-rectangle,14,0.005,2.75,0.063,./IDs/ID260
ID261,d-rectangle,14,0.005,3,0.063,./IDs/ID261
ID262,d-rectangle,14,0.005,3.5,0.063,./IDs/ID262
ID263,d-rectangle,14,0.005,4,0.063,./IDs/ID263
ID264,d-rectangle,14,0.005,4.25,0.063,./IDs/ID264
ID265,d-rectangle,14,0.010,1.25,0.063,./IDs/ID265
ID266,d-rectangle,14,0.010,1.5,0.063,./IDs/ID266
ID267,d-rectangle,14,0.010,1.75,0.063,./IDs/ID267
ID268,d-rectangle,14,0.010,2,0.063,./IDs/ID268
ID269,d-rectangle,14,0.010,2.25,0.063,./IDs/ID269
ID270,d-rectangle,14,0.010,2.375,0.063,./IDs/ID270
ID271,d-rectangle,14,0.010,2.5,0.063,./IDs/ID271
ID272,d-rectangle,14,0.010,2.75,0.063,./IDs/ID272
ID273,d-rectangle,14,0.010,3,0.063,./IDs/ID273
ID274,d-rectangle,14,0.010,3.5,0.063,./IDs/ID274
ID275,d-rectangle,14,0.010,4,0.063,./IDs/ID275
ID276,d-rectangle,14,0.010,4.25,0.063,./IDs/ID276
ID277,d-rectangle,14,0.015,1.25,0.063,./IDs/ID277
ID278,d-rectangle,14,0.015,1.5,0.063,./IDs/ID278
ID279,d-rectangle,14,0.015,1.75,0.063,./IDs/ID279
ID280,d-rectangle,14,0.015,2,0.063,./IDs/ID280
ID281,d-rectangle,14,0.015,2.25,0.063,./IDs/ID281
ID282,d-rectangle,14,0.015,2.375,0.063,./IDs/ID282
ID283,d-rectangle,14,0.015,2.5,0.063,./IDs/ID283
ID284,d-rectangle,14,0.015,2.75,0.063,./IDs/ID284
ID285,d-rectangle,14,0.015,3,0.063,./IDs/ID285
ID286,d-rectangle,14,0.015,3.5,0.063,./IDs/ID286
ID287,d-rectangle,14,0.015,4,0.063,./IDs/ID287
ID288,d-rectangle,14,0.015,4.25,0.063,./IDs/ID288
ID289,d-rectangle,14,0.020,1.25,0.063,./IDs/ID289
ID290,d-rectangle,14,0.020,1.5,0.063,./IDs/ID290
ID291,d-rectangle,14,0.020,1.75,0.063,./IDs/ID291
ID292,d-rectangle,14,0.020,2,0.063,./IDs/ID292
ID293,d-rectangle,14,0.020,2.25,0.063,./IDs/ID293
ID294,d-rectangle,14,0.020,2.375,0.063,./IDs/ID294
ID295,d-rectangle,14,0.020,2.5,0.063,./IDs/ID295
ID296,d-rectangle,14,0.020,2.75,0.063,./IDs/ID296
ID297,d-rectangle,14,0.020,3,0.063,./IDs/ID297
ID298,d-rectangle,14,0.020,3.5,0.063,./IDs/ID298
ID299,d-rectangle,14,0.020,4,0.063,./IDs/ID299
ID300,d-rectangle,14,0.020,4.25,0.063,./IDs/ID300
ID301,d-rectangle,14,0.025,1.25,0.063,./IDs/ID301
ID302,d-rectangle,14,0.025,1.5,0.063,./IDs/ID302
ID303,d-rectangle,14,0.025,1.75,0.063,./IDs/ID303
ID304,d-rectangle,14,0.025,2,0.063,./IDs/ID304
ID305,d-rectangle,14,0.025,2.25,0.063,./IDs/ID305
ID306,d-rectangle,14,0.025,2.375,0.063,./IDs/ID306
ID307,d-rectangle,14,0.025,2.5,0.063,./IDs/ID307
ID308,d-rectangle,14,0.025,2.75,0.063,./IDs/ID308
ID309,d-rectangle,14,0.025,3,0.063,./IDs/ID309
ID310,d-rectangle,14,0.025,3.5,0.063,./IDs/ID310
ID311,d-rectangle,14,0.025,4,0.063,./IDs/ID311
ID312,d-rectangle,14,0.025,4.25,0.063,./IDs/ID312
ID313,d-rectangle,14,0.030,1.25,0.063,./IDs/ID313
ID314,d-rectangle,14,0.030,1.5,0.063,./IDs/ID314
ID315,d-rectangle,14,0.030,1.75,0.063,./IDs/ID315
ID316,d-rectangle,14,0.030,2,0.063,./IDs/ID316
ID317,d-rectangle,14,0.030,2.25,0.063,./IDs/ID317
ID318,d-rectangle,14,0.030,2.375,0.063,./IDs/ID318
ID319,d-rectangle,14,0.030,2.5,0.063,./IDs/ID319
ID320,d-rectangle,14,0.030,2.75,0.063,./IDs/ID320
ID321,d-rectangle,14,0.030,3,0.063,./IDs/ID321
ID322,d-rectangle,14,0.030,3.5,0.063,./IDs/ID322
ID323,d-rectangle,14,0.030,4,0.063,./IDs/ID323
ID324,d-rectangle,14,0.030,4.25,0.063,./IDs/ID324
ID325,d-rectangle,14,0.035,1.25,0.063,./IDs/ID325
ID326,d-rectangle,14,0.035,1.5,0.063,./IDs/ID326
ID327,d-rectangle,14,0.035,1.75,0.063,./IDs/ID327
ID328,d-rectangle,14,0.035,2,0.063,./IDs/ID328
ID329,d-rectangle,14,0.035,2.25,0.063,./IDs/ID329
ID330,d-rectangle,14,0.035,2.375,0.063,./IDs/ID330
ID331,d-rectangle,14,0.035,2.5,0.063,./IDs/ID331
ID332,d-rectangle,14,0.035,2.75,0.063,./IDs/ID332
ID333,d-rectangle,14,0.035,3,0.063,./IDs/ID333
